"","2010101","2010102","2010103","2010104","2010105","2010106","2010107","2010108","2010109","2010110","2010111","2010112","2010113","2010114","2010151","2010152","2010153"
"2010101",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2010102",1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"2010103",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010104",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2010105",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2010106",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010107",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1
"2010108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010109",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2010110",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2010111",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2010112",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2010113",1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2010114",0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"2010151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2010152",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2010153",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
