"","18010201","18010202","18010203","18010204","18010205","18010206","18010207","18010208","18010209","18010210","18010211","18010212","18010213","18010214","18010215","18010216","18010217","18010218","18010251","18010252","18010253"
"18010201",2,3,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1
"18010202",1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1
"18010203",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18010204",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"18010205",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18010206",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18010207",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18010208",1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1
"18010209",2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2
"18010210",2,1,2,3,3,3,1,1,2,3,2,1,2,1,1,1,2,2,2,1,2
"18010211",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18010212",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"18010213",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18010214",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"18010215",1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1
"18010216",1,2,2,3,2,1,1,1,2,1,1,2,3,3,2,2,3,1,1,1,3
"18010217",2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2
"18010218",1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"18010251",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18010252",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18010253",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
