"","3020201","3020202","3020203","3020204","3020205","3020206","3020207","3020208","3020209","3020210","3020211","3020212","3020251","3020252","3020253","3020254","3020255","3020256","3020257"
"3020201",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"3020202",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3020203",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020204",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3020205",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020206",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"3020207",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3020208",1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"3020209",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020210",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3020211",0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"3020212",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020251",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020252",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020253",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020254",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020255",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3020257",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
