"","19020101","19020102","19020103","19020104","19020105","19020106","19020107","19020108","19020109","19020110","19020111","19020112","19020113","19020114","19020115","19020116","19020117","19020118","19020151","19020152","19020153"
"19020101",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19020102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"19020103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"19020104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"19020105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"19020106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"19020107",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"19020108",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19020109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"19020110",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,10,0
"19020111",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19020112",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0
"19020113",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,10,0
"19020114",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,10,0
"19020115",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19020116",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19020117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
"19020118",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"19020151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19020152",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19020153",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
