"","7010201","7010202","7010203","7010204","7010205","7010206","7010207","7010208","7010209","7010210","7010211","7010212","7010213","7010214","7010215","7010216","7010251","7010252"
"7010201",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"7010202",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"7010203",2,2,2,1,1,2,2,2,1,1,1,1,3,2,1,2,1,1
"7010204",2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1
"7010205",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7010206",3,1,2,1,1,1,3,3,1,1,1,1,3,3,3,2,1,1
"7010207",1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1
"7010208",1,1,1,3,2,1,1,2,1,1,1,2,3,1,1,3,1,1
"7010209",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7010210",1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1
"7010211",1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1
"7010212",1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1
"7010213",1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,3,1,1
"7010214",1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1
"7010215",1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1
"7010216",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7010251",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7010252",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
