"","7010101","7010102","7010103","7010104","7010105","7010106","7010107","7010108","7010109","7010110","7010111","7010112","7010113","7010114","7010115","7010116","7010151","7010152"
"7010101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7010102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7010103",0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"7010104",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"7010105",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
"7010106",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"7010107",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"7010108",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"7010109",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7010110",1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1
"7010111",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"7010112",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7010113",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"7010114",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
"7010115",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"7010116",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7010151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7010152",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
