"","19020201","19020202","19020203","19020204","19020205","19020206","19020207","19020208","19020209","19020210","19020211","19020212","19020213","19020214","19020215","19020216","19020217","19020218","19020251","19020252","19020253"
"19020201",3,1,3,3,2,1,1,3,1,1,1,1,1,1,1,1,2,1,2,10,1
"19020202",3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,10,1
"19020203",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,1
"19020204",3,1,2,2,2,2,2,2,1,1,1,1,1,3,1,1,2,1,2,10,1
"19020205",2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,10,1
"19020206",3,2,1,2,2,2,2,3,1,1,1,1,1,2,1,2,3,2,2,10,1
"19020207",3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,10,1
"19020208",3,1,3,3,2,2,2,3,3,1,1,2,2,2,1,2,3,2,3,10,1
"19020209",3,1,2,3,2,3,3,2,2,2,2,3,2,3,2,3,3,2,2,10,2
"19020210",2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,10,1
"19020211",2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,10,1
"19020212",2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,10,1
"19020213",2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1
"19020214",1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,10,1
"19020215",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19020216",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19020217",3,1,3,3,2,3,3,3,2,1,1,1,2,2,2,3,2,2,3,10,1
"19020218",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19020251",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19020252",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"19020253",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
