"","7020101","7020102","7020103","7020104","7020105","7020106","7020107","7020108","7020109","7020110","7020111","7020112","7020113","7020114","7020151","7020152","7020153","7020154","7020155"
"7020101",1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1
"7020102",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7020103",1,2,3,3,3,1,2,1,1,3,1,1,1,1,3,1,2,2,1
"7020104",2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
"7020105",1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,1,1,1,1
"7020106",1,1,3,3,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1
"7020107",1,1,3,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2
"7020108",1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1
"7020109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7020110",2,1,3,3,3,1,1,1,1,2,1,1,3,1,1,1,2,1,1
"7020111",2,1,2,1,3,2,2,1,2,2,1,2,3,1,2,1,2,1,1
"7020112",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7020113",1,1,1,1,2,2,1,1,2,1,1,1,3,1,1,1,1,1,1
"7020114",1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
"7020151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7020152",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7020153",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7020154",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7020155",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
