"","19030201","19030202","19030203","19030204","19030205","19030206","19030207","19030208","19030209","19030210","19030211","19030212","19030213","19030214","19030215","19030216","19030217"
"19030201",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19030203",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030204",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19030205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19030206",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19030208",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030209",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030210",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030211",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030212",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030213",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030214",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19030215",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030216",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030217",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
