"","19030101","19030102","19030103","19030104","19030105","19030106","19030107","19030108","19030109","19030110","19030111","19030112","19030113","19030114","19030115","19030116","19030117"
"19030101",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19030103",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030104",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030105",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030106",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19030107",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"19030108",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030109",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030110",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030111",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030112",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030113",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030114",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19030115",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030116",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030117",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
