"","20020201","20020202","20020203","20020204","20020205","20020206","20020207","20020208","20020209","20020210","20020211","20020212","20020213","20020214","20020215","20020216","20020217","20020218","20020219","20020220","20020221","20020222"
"20020201",1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1
"20020202",1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,10,1
"20020203",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"20020204",1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,1
"20020205",1,2,2,2,2,1,2,2,1,1,2,1,2,3,1,1,1,1,2,2,10,1
"20020206",2,3,2,1,1,0,2,1,1,3,2,1,2,1,2,1,1,1,1,1,10,1
"20020207",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"20020208",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1
"20020209",1,2,1,1,1,2,3,1,0,1,1,2,1,1,2,1,1,1,1,1,10,1
"20020210",1,3,2,2,2,3,1,3,1,2,2,2,1,1,1,2,1,1,2,3,10,2
"20020211",2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1
"20020212",1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,10,1
"20020213",2,3,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,10,1
"20020214",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1
"20020215",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"20020216",2,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,10,1
"20020217",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1
"20020218",1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1
"20020219",1,3,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,10,1
"20020220",1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1
"20020221",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"20020222",2,3,2,1,2,2,2,1,1,2,1,1,3,2,1,1,1,1,2,1,10,1
