"","7020201","7020202","7020203","7020204","7020205","7020206","7020207","7020208","7020209","7020210","7020211","7020212","7020213","7020214","7020251","7020252","7020253","7020254","7020255"
"7020201",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"7020202",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"7020203",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"7020204",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7020205",1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
"7020206",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7020207",1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
"7020208",1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"7020209",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"7020210",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"7020211",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"7020212",1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1
"7020213",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"7020214",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"7020251",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7020252",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7020253",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7020254",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"7020255",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
