"","5010101","5010102","5010103","5010104","5010105","5010106","5010107","5010108","5010109","5010110","5010111","5010112","5010113","5010114","5010115","5010116","5010117","5010118","5010119","5010120","5010121","5010122","5010123","5010124","5010125"
"5010101",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5010102",2,2,2,1,1,2,0,2,2,1,2,2,1,1,2,2,1,0,2,2,0,2,2,2,0
"5010103",2,2,2,2,2,3,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,3,2,2,2
"5010104",1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,2,3,1,1,2
"5010105",2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5010106",2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2
"5010107",0,0,2,2,1,2,2,0,1,1,2,3,1,1,2,2,1,1,2,1,1,2,1,1,2
"5010108",2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1
"5010109",1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"5010110",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"5010111",1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1
"5010112",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1
"5010113",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"5010114",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
"5010115",2,2,2,2,3,3,1,2,2,1,2,3,1,1,2,2,2,2,3,3,2,3,2,2,2
"5010116",1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"5010117",1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,3,3,2,2
"5010118",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"5010119",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"5010120",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5010121",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"5010122",2,2,2,3,2,2,1,2,3,1,3,2,1,1,2,2,2,2,2,3,3,2,1,2,2
"5010123",1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1
"5010124",2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1
"5010125",1,1,1,1,1,2,1,1,1,3,1,3,1,1,3,1,1,1,1,1,1,3,1,1,1
