"","19030101","19030102","19030103","19030104","19030105","19030106","19030107","19030108","19030109","19030110","19030111","19030112","19030113","19030114","19030115","19030116","19030117"
"19030101",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"19030102",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030103",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"19030104",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19030105",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"19030106",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030107",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"19030108",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"19030109",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"19030110",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"19030111",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"19030112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19030113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19030114",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19030115",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"19030116",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
"19030117",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
