"","3010201","3010202","3010203","3010204","3010205","3010206","3010207","3010208","3010209","3010210","3010211","3010212","3010213","3010214","3010251","3010252","3010253","3010254","3010255"
"3010201",1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,10
"3010202",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"3010203",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"3010204",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3010205",2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,10
"3010206",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,10
"3010207",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"3010208",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"3010209",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"3010210",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"3010211",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"3010212",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"3010213",1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,10
"3010214",1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,10
"3010251",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3010252",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3010253",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3010254",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3010255",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
