"","20020101","20020102","20020103","20020104","20020105","20020106","20020107","20020108","20020109","20020110","20020111","20020112","20020113","20020114","20020115","20020116","20020117","20020118","20020119","20020120","20020121","20020122"
"20020101",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"20020102",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"20020103",0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0
"20020104",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"20020105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"20020106",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"20020107",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"20020108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"20020109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"20020110",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
"20020111",1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
"20020112",0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
"20020113",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"20020114",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"20020115",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"20020116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"20020117",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"20020118",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"20020119",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"20020120",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"20020121",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"20020122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
