"","15010201","15010202","15010203","15010204","15010205","15010206","15010207","15010208","15010209","15010210","15010211","15010212","15010213","15010214","15010215","15010216","15010217","15010218","15010219","15010220","15010251","15010252","15010253","15010254","15010256","15010257","15010258","15010259"
"15010201",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,10
"15010202",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,10,1,1,1,1,10
"15010203",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,10
"15010204",1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,10
"15010205",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"15010206",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,10
"15010207",3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,10,3,3,3,2,10
"15010208",1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,10,1,1,1,1,10
"15010209",1,1,2,1,1,1,2,3,3,2,1,2,1,1,2,2,1,2,1,2,2,1,10,1,1,1,1,10
"15010210",1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,10,1,1,1,1,10
"15010211",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"15010212",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,10
"15010213",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,10
"15010214",1,1,1,1,1,1,3,3,1,1,1,1,1,0,3,3,1,2,3,3,2,1,10,1,3,2,1,10
"15010215",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"15010216",1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,10,1,1,1,1,10
"15010217",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,10
"15010218",1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,0,1,1,2,2,10,1,2,2,1,10
"15010219",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,10
"15010220",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,10,1,2,1,1,10
"15010251",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"15010252",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"15010253",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"15010254",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"15010256",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"15010257",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"15010258",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"15010259",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
