"","3020101","3020102","3020103","3020104","3020105","3020106","3020107","3020108","3020109","3020110","3020111","3020112","3020151","3020152","3020153","3020154","3020155","3020156","3020157"
"3020101",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"3020102",3,1,1,1,1,3,1,3,2,3,3,3,1,1,1,1,2,3,3
"3020103",2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1
"3020104",2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1
"3020105",1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,1,2
"3020106",2,2,1,1,1,1,3,1,2,1,1,1,1,3,1,1,2,2,3
"3020107",2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1
"3020108",2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2
"3020109",2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2
"3020110",2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,3,3
"3020111",2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2
"3020112",3,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,3,3,2
"3020151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020152",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020153",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020154",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020155",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020156",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"3020157",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
