"","16010201","16010202","16010203","16010204","16010205","16010206","16010207","16010208","16010209","16010210","16010211","16010212","16010213","16010214","16010215","16010216","16010217","16010218","16010219","16010220","16010221","16010222","16010223","16010224","16010225"
"16010201",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"16010202",1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1
"16010203",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1
"16010204",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"16010205",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"16010206",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"16010207",1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1
"16010208",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16010209",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"16010210",1,2,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,3,1
"16010211",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"16010212",1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1
"16010213",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"16010214",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"16010215",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"16010216",1,3,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,3,2,2,1,2,2
"16010217",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"16010218",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1
"16010219",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16010220",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16010221",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16010222",1,3,2,2,2,1,1,2,2,2,2,3,3,3,3,3,1,3,1,3,3,2,2,3,3
"16010223",1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,1
"16010224",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"16010225",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
