"","14010101","14010102","14010103","14010104","14010105","14010106","14010107","14010108","14010109","14010110","14010111","14010112","14010113","14010114","14010115","14010151","14010152","14010153","14010154","14010155"
"14010101",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"14010102",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"14010103",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"14010104",1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"14010105",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"14010106",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"14010107",1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
"14010108",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"14010109",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"14010110",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"14010111",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"14010112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14010113",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"14010114",1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"14010115",1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"14010151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"14010152",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"14010153",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"14010154",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"14010155",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
