"","16020101","16020102","16020103","16020104","16020105","16020106","16020107","16020108","16020109","16020110","16020111","16020112","16020113","16020114","16020115","16020116","16020117","16020118","16020119","16020120","16020121","16020122","16020123","16020152"
"16020101",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"16020102",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16020103",2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1
"16020104",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"16020105",1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"16020106",1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1
"16020107",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
"16020108",1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,2,2,1
"16020109",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"16020110",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16020111",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"16020112",2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2
"16020113",1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1
"16020114",1,2,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2
"16020115",2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1
"16020116",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"16020117",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"16020118",2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1
"16020119",2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2
"16020120",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"16020121",1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1
"16020122",1,2,3,1,2,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1
"16020123",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16020152",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
