"","19020101","19020102","19020103","19020104","19020105","19020106","19020107","19020108","19020109","19020110","19020111","19020112","19020113","19020114","19020115","19020116","19020117","19020118","19020151","19020152","19020153"
"19020101",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1
"19020102",1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,10,1
"19020103",1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,10,1
"19020104",1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,10,1
"19020105",1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,10,1
"19020106",1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,10,1
"19020107",1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,10,1
"19020108",1,2,1,1,1,1,1,3,2,1,1,1,2,2,1,1,1,1,1,10,3
"19020109",1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,3,10,1
"19020110",1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,3,10,2
"19020111",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,10,1
"19020112",2,2,2,2,3,2,2,2,2,3,3,3,3,2,3,3,2,2,2,10,3
"19020113",1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,10,1
"19020114",1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,2,10,1
"19020115",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19020116",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19020117",1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,3,10,1
"19020118",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,10,1
"19020151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19020152",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"19020153",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
